randomization,descending_0.01,ascending_0.01,total_0.01,descending_0.02,ascending_0.02,total_0.02,descending_0.05,ascending_0.05,total_0.05,descending_0.1,ascending_0.1,total_0.1,descending_0.2,ascending_0.2,total_0.2,descending_0.3,ascending_0.3,total_0.3,descending_0.5,ascending_0.5,total_0.5
0,8,32,40,63,139,202,414,1555,1969,1941,4707,6648,8154,13092,21246,18543,25149,43692,51769,54703,106472
1,7,31,38,64,152,216,437,1604,2041,2007,4930,6937,8328,13174,21502,18537,25289,43826,52995,54503,107498
2,10,39,49,59,178,237,414,1651,2065,2004,5011,7015,8347,13079,21426,18586,25395,43981,52746,54361,107107
3,11,35,46,53,143,196,412,1669,2081,1928,4978,6906,8156,13403,21559,18286,25693,43979,52739,54967,107706
4,12,41,53,56,186,242,444,1745,2189,1954,4803,6757,8281,12987,21268,18547,25205,43752,52291,54832,107123
5,9,44,53,50,192,242,413,1604,2017,1913,4906,6819,8057,13111,21168,18529,24852,43381,52867,54352,107219
6,14,41,55,58,172,230,458,1612,2070,1981,4871,6852,8359,13292,21651,19003,25852,44855,53476,54691,108167
7,12,37,49,53,188,241,414,1581,1995,1831,4709,6540,8148,12946,21094,18604,25109,43713,52341,54565,106906
8,10,41,51,44,153,197,437,1399,1836,2008,4680,6688,8563,12783,21346,19095,24874,43969,53050,54666,107716
9,11,27,38,52,172,224,430,1669,2099,1859,4996,6855,8112,13460,21572,18224,25855,44079,51830,54676,106506
10,9,30,39,59,161,220,449,1623,2072,1993,4800,6793,8314,13242,21556,18626,25658,44284,53044,54910,107954
11,18,35,53,65,163,228,418,1598,2016,1932,4970,6902,8227,12884,21111,18317,25082,43399,52189,53771,105960
12,10,30,40,54,158,212,463,1611,2074,1998,4836,6834,8348,13339,21687,18542,25565,44107,52354,55080,107434
13,12,22,34,60,164,224,451,1465,1916,1951,4702,6653,8393,12667,21060,18322,24221,42543,52327,53721,106048
14,10,35,45,54,161,215,397,1495,1892,2058,4613,6671,8467,12954,21421,18686,25217,43903,52883,54649,107532
15,18,38,56,62,181,243,421,1642,2063,1965,4824,6789,8485,12831,21316,18520,25012,43532,52619,53940,106559
16,12,39,51,64,156,220,468,1638,2106,1898,5119,7017,8055,13466,21521,18511,25642,44153,53248,55042,108290
17,10,38,48,59,179,238,417,1570,1987,1870,4772,6642,8020,12892,20912,18445,25192,43637,51874,54505,106379
18,8,47,55,52,192,244,410,1609,2019,1952,4799,6751,8167,13065,21232,19071,25677,44748,53029,54712,107741
19,14,31,45,59,149,208,435,1553,1988,1966,4787,6753,8181,12943,21124,18203,25111,43314,52176,53937,106113
20,11,32,43,53,165,218,472,1571,2043,2051,4882,6933,8578,13289,21867,18942,25235,44177,53301,54271,107572
21,16,45,61,69,180,249,468,1649,2117,1987,4980,6967,8238,13365,21603,18562,25311,43873,52667,54583,107250
22,9,41,50,54,183,237,375,1551,1926,1944,4731,6675,8110,12883,20993,18240,25309,43549,51700,54582,106282
23,7,40,47,51,169,220,416,1641,2057,1977,4867,6844,8343,13067,21410,18882,25206,44088,53165,54346,107511
24,14,40,54,50,171,221,426,1607,2033,1836,4970,6806,7892,13296,21188,18147,25874,44021,51498,54622,106120
25,11,35,46,56,193,249,429,1764,2193,2007,4984,6991,8526,13349,21875,18847,25869,44716,53474,55402,108876
26,12,38,50,57,168,225,402,1614,2016,1894,4809,6703,8063,13035,21098,18593,24925,43518,52451,54636,107087
27,14,42,56,64,168,232,475,1538,2013,2028,4678,6706,8354,13077,21431,18853,25179,44032,53443,54974,108417
28,4,52,56,40,205,245,415,1625,2040,1949,4706,6655,8198,12927,21125,18644,25008,43652,52307,54816,107123
29,12,44,56,48,203,251,398,1632,2030,1876,4899,6775,8303,12999,21302,18894,25440,44334,53047,54330,107377
30,13,36,49,54,190,244,422,1639,2061,1882,4940,6822,8152,13378,21530,18518,25284,43802,52628,54818,107446
31,11,30,41,60,184,244,413,1566,1979,1819,4715,6534,8102,12875,20977,18664,25269,43933,53187,54646,107833
32,13,49,62,64,194,258,417,1812,2229,1972,5211,7183,8275,13656,21931,18808,25913,44721,53209,55715,108924
33,13,38,51,58,172,230,434,1544,1978,2043,4725,6768,8264,13043,21307,18485,25340,43825,53220,55021,108241
34,18,28,46,51,155,206,382,1587,1969,1900,4777,6677,8187,13202,21389,18453,25446,43899,51480,54930,106410
35,12,29,41,47,149,196,451,1547,1998,1973,4669,6642,8164,12744,20908,18370,24569,42939,51930,54226,106156
36,11,37,48,79,167,246,475,1588,2063,2126,4891,7017,8387,13454,21841,18753,25608,44361,52481,54696,107177
37,12,28,40,53,156,209,428,1553,1981,1897,4825,6722,8343,13267,21610,18484,25714,44198,53320,54044,107364
38,14,34,48,55,182,237,403,1714,2117,1924,4940,6864,8061,13367,21428,18316,25417,43733,52522,55031,107553
39,16,28,44,65,173,238,393,1622,2015,1924,4828,6752,8008,13231,21239,18022,25396,43418,51901,54524,106425
40,16,30,46,60,164,224,439,1518,1957,1942,4673,6615,8320,13094,21414,18859,25031,43890,53765,54199,107964
41,11,33,44,56,145,201,448,1525,1973,1968,4623,6591,8299,13260,21559,18766,25214,43980,53080,54914,107994
42,8,38,46,57,188,245,422,1552,1974,1933,4801,6734,8053,12961,21014,18072,25176,43248,52381,54587,106968
43,13,38,51,57,161,218,426,1569,1995,1909,4750,6659,7959,13006,20965,18104,25072,43176,52073,54735,106808
44,10,27,37,59,173,232,451,1521,1972,2036,4636,6672,8407,13126,21533,18753,25520,44273,53725,55004,108729
45,20,40,60,60,172,232,455,1657,2112,1925,5040,6965,8529,13236,21765,18996,25589,44585,53339,54947,108286
46,15,42,57,66,163,229,449,1643,2092,2024,5002,7026,8496,13513,22009,18740,25615,44355,53287,55420,108707
47,12,37,49,49,175,224,415,1622,2037,1900,4833,6733,8253,13021,21274,18372,24907,43279,52428,54132,106560
48,9,41,50,46,168,214,387,1550,1937,1958,4797,6755,8536,12831,21367,18913,24811,43724,53423,54674,108097
49,8,33,41,52,154,206,457,1609,2066,1962,4682,6644,8204,12959,21163,18675,24919,43594,52814,54442,107256
50,10,34,44,71,166,237,415,1576,1991,1941,4590,6531,8255,12708,20963,18552,25027,43579,52723,54882,107605
51,12,30,42,64,183,247,425,1591,2016,2036,4858,6894,8341,13046,21387,18609,25194,43803,52902,54967,107869
52,11,42,53,48,184,232,434,1519,1953,1867,4782,6649,7986,12965,20951,18235,25408,43643,52233,54693,106926
53,12,26,38,56,140,196,428,1549,1977,1940,4696,6636,8230,13079,21309,18240,25483,43723,52709,54519,107228
54,6,29,35,45,160,205,446,1555,2001,1932,4838,6770,8072,13021,21093,18274,25274,43548,52523,54567,107090
55,21,34,55,55,150,205,450,1609,2059,1941,4629,6570,8247,12807,21054,18577,24648,43225,52673,54156,106829
56,13,49,62,62,205,267,407,1603,2010,1911,4897,6808,8421,13398,21819,18429,25170,43599,52740,54286,107026
57,11,28,39,63,141,204,435,1573,2008,1936,5029,6965,8302,13447,21749,18527,25481,44008,52908,55176,108084
58,9,46,55,59,151,210,400,1596,1996,1947,4674,6621,8305,12924,21229,18700,25043,43743,53084,54552,107636
59,12,42,54,53,179,232,411,1670,2081,2018,5148,7166,8284,13289,21573,18730,25791,44521,52985,55112,108097
60,10,44,54,61,169,230,420,1627,2047,1855,4855,6710,7968,12983,20951,18348,25256,43604,52527,54485,107012
61,11,34,45,71,159,230,474,1492,1966,1953,4659,6612,8196,12541,20737,18503,25091,43594,52220,53855,106075
62,10,26,36,57,170,227,392,1574,1966,1906,4665,6571,8251,13064,21315,18674,25464,44138,53090,55123,108213
63,10,35,45,55,164,219,416,1639,2055,1945,4755,6700,8451,13079,21530,18795,25332,44127,52699,54387,107086
64,11,37,48,61,176,237,407,1575,1982,1869,4879,6748,8366,12961,21327,18726,25199,43925,52664,55402,108066
65,20,41,61,68,176,244,469,1686,2155,2007,5029,7036,8245,13283,21528,18344,25835,44179,52390,55296,107686
66,13,39,52,60,174,234,441,1490,1931,2017,4793,6810,8222,12949,21171,18873,25162,44035,52994,53982,106976
67,15,28,43,65,175,240,401,1659,2060,1932,4939,6871,8116,13210,21326,18187,25433,43620,51772,54967,106739
68,15,30,45,51,174,225,419,1562,1981,2063,4958,7021,8213,13495,21708,18644,25983,44627,52664,55167,107831
69,9,30,39,43,143,186,410,1574,1984,1954,4804,6758,8486,12811,21297,18850,25013,43863,53106,54536,107642
70,2,43,45,53,192,245,413,1612,2025,1903,4852,6755,8150,13325,21475,18375,25686,44061,51614,54511,106125
71,11,31,42,63,157,220,431,1556,1987,1949,4644,6593,7981,12338,20319,18076,24682,42758,52220,53848,106068
72,12,40,52,54,173,227,448,1624,2072,1932,4838,6770,8397,13265,21662,18564,25276,43840,53385,54865,108250
73,11,32,43,43,152,195,420,1538,1958,1918,4680,6598,8181,12790,20971,18313,24402,42715,52518,54202,106720
74,7,31,38,54,149,203,440,1468,1908,1969,4575,6544,8464,12992,21456,18623,25001,43624,52501,54076,106577
75,16,43,59,46,182,228,414,1565,1979,1969,4886,6855,8240,13380,21620,18639,25526,44165,52942,54748,107690
76,10,29,39,47,175,222,409,1592,2001,1830,4847,6677,8247,12839,21086,18529,25276,43805,52850,54556,107406
77,6,23,29,55,147,202,441,1536,1977,1912,4837,6749,8337,12968,21305,18505,25074,43579,52011,54616,106627
78,10,27,37,55,142,197,416,1581,1997,1866,4787,6653,8123,13030,21153,18613,25221,43834,53202,54828,108030
79,7,37,44,58,198,256,441,1642,2083,1983,4828,6811,8245,13543,21788,18676,25752,44428,52710,55066,107776
80,7,47,54,62,195,257,431,1537,1968,1865,4633,6498,8207,12574,20781,18071,24439,42510,51990,54074,106064
81,14,46,60,57,190,247,446,1567,2013,1934,4859,6793,8149,13285,21434,18538,25644,44182,53127,55041,108168
82,11,41,52,65,176,241,436,1519,1955,2034,4701,6735,8268,12902,21170,18908,25000,43908,52860,54352,107212
83,16,27,43,73,168,241,472,1620,2092,1978,4767,6745,8255,13129,21384,18740,25114,43854,53636,54834,108470
84,9,30,39,59,129,188,417,1564,1981,1883,5013,6896,8165,13442,21607,18432,25711,44143,51847,55098,106945
85,11,25,36,61,172,233,431,1601,2032,1944,4793,6737,8488,13191,21679,18640,25778,44418,52925,54736,107661
86,10,36,46,60,171,231,413,1591,2004,1962,4828,6790,8210,13411,21621,18604,25668,44272,52774,54859,107633
87,9,36,45,40,197,237,441,1569,2010,1985,4788,6773,8155,13046,21201,18315,25314,43629,52069,54398,106467
88,23,32,55,63,159,222,426,1536,1962,2015,4866,6881,8195,13037,21232,18494,25521,44015,52413,54858,107271
89,9,33,42,55,155,210,427,1536,1963,1891,4798,6689,8370,13409,21779,18516,25174,43690,53050,54918,107968
90,14,35,49,75,149,224,445,1514,1959,1902,4805,6707,8078,13313,21391,18233,25700,43933,51560,55296,106856
91,10,34,44,53,153,206,442,1582,2024,2015,4829,6844,8290,12852,21142,18636,25553,44189,52632,55225,107857
92,10,41,51,59,172,231,423,1648,2071,2003,4882,6885,8405,13280,21685,19144,25359,44503,53559,54293,107852
93,10,32,42,58,182,240,456,1508,1964,1921,4626,6547,8228,12938,21166,18333,25062,43395,53556,54360,107916
94,14,33,47,50,168,218,422,1653,2075,1964,4902,6866,8379,13176,21555,18599,25687,44286,53074,55240,108314
95,9,33,42,47,189,236,428,1572,2000,1913,4777,6690,8397,13281,21678,18763,25660,44423,52780,55352,108132
96,9,35,44,60,180,240,402,1581,1983,1923,4779,6702,8434,13019,21453,18723,25203,43926,52906,54628,107534
97,8,38,46,56,159,215,445,1650,2095,1961,4910,6871,8090,13123,21213,18236,25323,43559,52099,54302,106401
98,10,33,43,51,164,215,434,1577,2011,1865,4892,6757,8092,13421,21513,18446,25589,44035,52407,54770,107177
99,11,19,30,68,141,209,478,1543,2021,2052,4874,6926,8475,13347,21822,18685,25726,44411,52700,55332,108032
100,7,45,52,50,163,213,399,1486,1885,1940,4618,6558,8164,12767,20931,18846,24912,43758,52873,54348,107221
101,11,43,54,59,187,246,403,1686,2089,1975,4917,6892,8332,13462,21794,18660,25233,43893,53190,54564,107754
102,15,38,53,51,201,252,391,1642,2033,1949,4951,6900,8300,13194,21494,18254,25343,43597,51965,55188,107153
103,5,43,48,48,186,234,436,1602,2038,1888,4836,6724,8046,13164,21210,18367,25344,43711,52332,54672,107004
104,16,49,65,59,168,227,410,1580,1990,1822,4796,6618,8178,13113,21291,18755,25172,43927,53204,54770,107974
105,10,47,57,65,169,234,424,1586,2010,1982,4773,6755,8443,13104,21547,19026,25453,44479,52827,54948,107775
106,11,52,63,66,184,250,447,1638,2085,2001,4896,6897,8426,13230,21656,18635,25504,44139,53326,54888,108214
107,13,51,64,54,182,236,419,1583,2002,2005,4816,6821,8354,13148,21502,18697,25683,44380,52841,54869,107710
108,11,30,41,58,174,232,433,1594,2027,1956,4778,6734,8303,12842,21145,18552,24969,43521,52706,54090,106796
109,10,27,37,60,153,213,422,1601,2023,1815,4869,6684,8186,13466,21652,18345,25737,44082,51988,55378,107366
110,14,50,64,60,182,242,413,1577,1990,1826,4698,6524,7947,12747,20694,18232,24763,42995,52222,54197,106419
111,6,33,39,56,191,247,398,1591,1989,1979,4703,6682,8340,12704,21044,18885,24817,43702,52778,53948,106726
112,13,30,43,62,178,240,460,1620,2080,1938,4812,6750,8078,13494,21572,18428,25810,44238,52495,55166,107661
113,15,35,50,67,175,242,431,1532,1963,1887,4762,6649,8249,13082,21331,18428,25528,43956,52314,55168,107482
114,12,34,46,63,182,245,426,1626,2052,1911,4880,6791,8314,12980,21294,18316,25000,43316,51838,53824,105662
115,13,23,36,51,148,199,406,1482,1888,1893,4705,6598,8150,12745,20895,18419,25266,43685,52754,54599,107353
116,9,44,53,56,165,221,374,1436,1810,1881,4612,6493,8113,12724,20837,18393,25128,43521,52953,54651,107604
117,10,23,33,65,125,190,456,1558,2014,1995,4755,6750,8553,13305,21858,19051,25528,44579,53207,54777,107984
118,13,31,44,59,171,230,386,1545,1931,1927,4649,6576,8360,13169,21529,18603,25367,43970,52951,54378,107329
119,14,35,49,68,178,246,415,1657,2072,1907,4746,6653,8311,12945,21256,18591,24976,43567,53155,54485,107640
120,10,45,55,67,163,230,426,1594,2020,1946,4542,6488,8260,12895,21155,18658,24965,43623,53218,53806,107024
121,8,46,54,43,184,227,432,1539,1971,1957,4690,6647,8172,13046,21218,18210,25481,43691,52631,54967,107598
122,11,38,49,48,190,238,432,1537,1969,1981,4750,6731,8364,13183,21547,18829,25119,43948,53034,54095,107129
123,15,39,54,33,181,214,399,1640,2039,1844,4961,6805,8240,13200,21440,18423,25095,43518,52810,54694,107504
124,13,33,46,63,165,228,443,1548,1991,1918,4782,6700,8106,13110,21216,18339,25657,43996,52437,54750,107187
125,12,40,52,70,176,246,445,1535,1980,1904,4943,6847,8166,13114,21280,18340,25236,43576,52351,54768,107119
126,9,39,48,62,186,248,441,1603,2044,1974,4928,6902,8279,13197,21476,18740,25513,44253,53229,54466,107695
127,8,55,63,42,178,220,414,1647,2061,1920,4896,6816,8350,13410,21760,18600,25703,44303,53003,55124,108127
128,15,24,39,50,149,199,452,1549,2001,1901,4848,6749,8207,13085,21292,18719,26012,44731,53101,54234,107335
129,21,50,71,59,193,252,454,1717,2171,2055,5041,7096,8500,13141,21641,19033,25131,44164,53583,54967,108550
130,8,30,38,65,151,216,451,1609,2060,2008,4866,6874,8311,13116,21427,18592,25463,44055,52654,54779,107433
131,10,33,43,46,194,240,433,1551,1984,1849,4627,6476,8124,12742,20866,18306,25231,43537,52109,54059,106168
132,7,35,42,56,188,244,382,1633,2015,1891,4906,6797,8291,13267,21558,18501,25836,44337,52558,55333,107891
133,11,25,36,53,167,220,397,1669,2066,1970,4958,6928,8253,13216,21469,18443,25621,44064,52686,54855,107541
134,11,40,51,66,188,254,448,1553,2001,2000,4628,6628,8501,12762,21263,18800,25105,43905,53064,54341,107405
135,9,31,40,53,164,217,468,1587,2055,2090,4999,7089,8339,13149,21488,18465,25945,44410,52620,55624,108244
136,12,45,57,77,169,246,433,1567,2000,1960,4659,6619,8141,12630,20771,18551,24850,43401,52324,53267,105591
137,13,36,49,56,176,232,451,1621,2072,1972,4998,6970,8231,13262,21493,18514,25768,44282,53144,55328,108472
138,6,30,36,64,177,241,445,1625,2070,1948,4908,6856,8325,12692,21017,18478,24858,43336,52727,53834,106561
139,11,33,44,52,151,203,450,1671,2121,1962,4797,6759,8120,13153,21273,18786,24993,43779,52851,54743,107594
140,13,34,47,72,174,246,400,1652,2052,2056,4742,6798,8524,12888,21412,19009,25014,44023,53034,54161,107195
141,18,37,55,75,168,243,413,1532,1945,1996,4724,6720,8277,12751,21028,18608,25091,43699,53112,54417,107529
142,16,45,61,56,220,276,421,1689,2110,1942,5037,6979,8304,13403,21707,18746,25728,44474,52710,54632,107342
143,7,37,44,63,165,228,448,1618,2066,1954,4731,6685,8404,12950,21354,18872,24919,43791,52929,54319,107248
144,15,31,46,59,170,229,411,1552,1963,1874,4514,6388,7827,12841,20668,18072,25072,43144,52128,54248,106376
145,11,42,53,42,161,203,406,1619,2025,1893,4726,6619,8141,13156,21297,18361,25383,43744,52414,55548,107962
146,11,31,42,72,162,234,445,1512,1957,2046,4850,6896,8331,13121,21452,18710,25773,44483,52914,55301,108215
147,9,29,38,67,170,237,480,1621,2101,1992,5033,7025,8394,13746,22140,18657,26105,44762,52712,55499,108211
148,13,39,52,63,177,240,461,1626,2087,1917,4891,6808,8344,13142,21486,18528,25027,43555,52075,54510,106585
149,12,39,51,53,168,221,433,1526,1959,1892,4636,6528,8014,12752,20766,17987,25216,43203,51568,55061,106629
150,11,31,42,73,190,263,438,1570,2008,1969,4765,6734,8316,12835,21151,18760,24779,43539,52703,54623,107326
151,14,27,41,57,151,208,435,1606,2041,1917,4946,6863,8154,13089,21243,18205,25265,43470,52364,54338,106702
152,13,37,50,75,149,224,460,1530,1990,1979,4907,6886,8302,13154,21456,18862,25425,44287,52740,54656,107396
153,18,36,54,57,173,230,423,1537,1960,1984,4531,6515,8374,12519,20893,18810,24961,43771,52688,55001,107689
154,9,37,46,49,211,260,402,1656,2058,1933,4963,6896,8125,13220,21345,18490,25351,43841,52680,54846,107526
155,14,38,52,65,175,240,446,1594,2040,2009,4775,6784,8379,13114,21493,19037,25167,44204,52763,54410,107173
156,16,43,59,75,189,264,442,1496,1938,1969,4735,6704,8232,13319,21551,18339,25369,43708,52308,54483,106791
157,12,36,48,68,170,238,480,1614,2094,2019,4950,6969,8118,13169,21287,18249,25439,43688,52335,54483,106818
158,14,29,43,62,136,198,472,1556,2028,1990,4796,6786,8554,12928,21482,18885,24812,43697,53462,54545,108007
159,6,29,35,56,182,238,480,1679,2159,2152,5037,7189,8666,13313,21979,18987,25858,44845,53446,55652,109098
160,10,63,73,48,203,251,416,1690,2106,1931,4965,6896,8229,13643,21872,18378,25554,43932,52189,54792,106981
161,6,32,38,62,152,214,429,1480,1909,1995,4762,6757,8561,13171,21732,19091,25387,44478,53336,54368,107704
162,16,33,49,53,176,229,433,1544,1977,2004,4723,6727,8343,13244,21587,18612,25522,44134,52432,55132,107564
163,11,36,47,58,154,212,450,1594,2044,2054,4843,6897,8406,13314,21720,18832,25381,44213,52850,55548,108398
164,13,39,52,59,182,241,443,1658,2101,2051,4892,6943,8381,13039,21420,19050,25378,44428,53556,55094,108650
165,13,33,46,60,162,222,459,1577,2036,1909,4894,6803,8324,13185,21509,18694,25311,44005,53664,54865,108529
166,12,48,60,52,177,229,416,1671,2087,1869,4846,6715,8275,13020,21295,18418,24973,43391,52534,53975,106509
167,15,29,44,49,178,227,372,1558,1930,1900,4693,6593,7889,13231,21120,18260,25315,43575,52123,54472,106595
168,15,32,47,57,161,218,386,1599,1985,1895,4878,6773,8281,13313,21594,18376,25607,43983,52724,54922,107646
169,16,34,50,65,172,237,460,1651,2111,1881,4931,6812,8113,13263,21376,18170,25487,43657,51742,54640,106382
170,17,40,57,75,168,243,498,1572,2070,2106,4608,6714,8560,12976,21536,18678,25145,43823,52727,53845,106572
171,18,39,57,68,190,258,470,1577,2047,2011,4839,6850,8436,12998,21434,18641,25481,44122,53352,54736,108088
172,9,41,50,49,190,239,403,1549,1952,1936,4635,6571,8250,12667,20917,18629,24783,43412,52461,54211,106672
173,17,34,51,51,186,237,449,1599,2048,1993,4821,6814,8355,13287,21642,18675,25209,43884,52777,54218,106995
174,5,33,38,65,141,206,453,1527,1980,2003,4612,6615,8376,12752,21128,18572,25189,43761,52526,54710,107236
175,5,34,39,39,160,199,387,1613,2000,1749,4944,6693,7855,13249,21104,18185,25734,43919,52051,54987,107038
176,9,32,41,65,163,228,486,1576,2062,2000,4690,6690,8370,12890,21260,18624,24948,43572,52483,54513,106996
177,13,35,48,56,188,244,445,1679,2124,1943,4887,6830,8107,13273,21380,18393,25562,43955,52159,54379,106538
178,9,38,47,56,185,241,408,1607,2015,1920,4738,6658,8196,12897,21093,18415,24995,43410,52329,55042,107371
179,8,34,42,59,148,207,415,1530,1945,1898,4649,6547,8109,12745,20854,18234,25237,43471,52030,53964,105994
180,9,40,49,44,151,195,436,1471,1907,1999,4813,6812,8424,13160,21584,18921,25325,44246,52778,54311,107089
181,11,38,49,48,193,241,421,1507,1928,1905,4703,6608,8200,12878,21078,18714,25535,44249,52811,54983,107794
182,11,43,54,66,182,248,433,1587,2020,1966,4868,6834,8424,13167,21591,18476,25399,43875,53142,54854,107996
183,16,47,63,56,215,271,416,1637,2053,1916,4889,6805,8040,13005,21045,18491,25196,43687,52554,54475,107029
184,9,43,52,61,179,240,455,1652,2107,1913,4924,6837,8090,13349,21439,18205,25800,44005,52319,55070,107389
185,10,34,44,61,177,238,416,1563,1979,1823,4754,6577,8084,12583,20667,18177,24748,42925,52500,54210,106710
186,14,42,56,60,180,240,411,1482,1893,1939,4797,6736,8286,13209,21495,18827,25254,44081,52823,54578,107401
187,9,46,55,66,179,245,433,1595,2028,1920,4831,6751,8378,12792,21170,18959,25038,43997,53083,53157,106240
188,13,33,46,53,156,209,398,1414,1812,1815,4467,6282,8155,12751,20906,18587,24826,43413,52852,53956,106808
189,14,43,57,52,194,246,409,1688,2097,1893,4741,6634,8134,13126,21260,18536,25404,43940,52642,54964,107606
190,12,40,52,52,177,229,413,1620,2033,1978,4918,6896,8305,13444,21749,18397,25598,43995,52631,56049,108680
191,15,40,55,64,185,249,423,1541,1964,1878,4803,6681,8302,12892,21194,18753,24917,43670,52874,55107,107981
192,12,38,50,58,186,244,431,1578,2009,1885,4865,6750,7932,13188,21120,18163,24663,42826,52516,54005,106521
193,10,33,43,61,147,208,434,1495,1929,1877,4601,6478,8036,12975,21011,18486,25316,43802,52390,54144,106534
194,8,35,43,53,164,217,391,1681,2072,1923,4921,6844,8292,13288,21580,18689,25475,44164,52738,54575,107313
195,10,40,50,71,168,239,457,1606,2063,1941,4882,6823,8396,13359,21755,18511,25299,43810,52570,55347,107917
196,7,46,53,50,219,269,425,1547,1972,1951,4805,6756,8238,13320,21558,18488,25771,44259,52766,55257,108023
197,13,37,50,74,192,266,421,1552,1973,1963,4962,6925,8495,13237,21732,18943,25630,44573,52353,54774,107127
198,11,38,49,55,177,232,415,1568,1983,1967,4768,6735,8409,13107,21516,18601,25295,43896,52438,54320,106758
199,10,37,47,55,166,221,410,1734,2144,1914,4957,6871,8116,13258,21374,18374,25566,43940,52560,54620,107180
200,8,40,48,46,195,241,390,1685,2075,1994,4759,6753,8250,12846,21096,18371,24709,43080,52700,54979,107679
201,14,44,58,65,201,266,400,1620,2020,1873,4877,6750,8177,12870,21047,18477,25089,43566,52865,54564,107429
202,14,32,46,62,178,240,446,1669,2115,2008,4982,6990,8453,13298,21751,18679,25434,44113,53114,54799,107913
203,6,43,49,50,165,215,433,1547,1980,1881,4717,6598,8241,13055,21296,18458,25796,44254,52852,55269,108121
204,9,37,46,53,173,226,416,1596,2012,1947,4855,6802,8305,13124,21429,18671,25591,44262,53089,54711,107800
205,17,28,45,77,151,228,463,1559,2022,1941,4881,6822,8380,13144,21524,18928,25339,44267,53422,55076,108498
206,10,38,48,54,182,236,386,1678,2064,1911,4835,6746,8268,13202,21470,18755,25428,44183,53395,54819,108214
207,12,52,64,69,208,277,440,1577,2017,1935,4855,6790,8167,13210,21377,18621,25383,44004,52250,54655,106905
208,8,45,53,74,193,267,468,1713,2181,1948,5033,6981,8323,13319,21642,18745,25727,44472,53455,54946,108401
209,17,33,50,70,192,262,468,1530,1998,1960,4588,6548,8353,12525,20878,18359,24146,42505,52254,53848,106102
210,16,33,49,60,209,269,412,1673,2085,1925,4875,6800,8350,13216,21566,18630,25449,44079,52860,54751,107611
211,11,29,40,59,159,218,375,1538,1913,1910,4774,6684,8058,12905,20963,18243,24860,43103,52406,54412,106818
212,15,34,49,58,187,245,426,1666,2092,1956,4908,6864,8541,13122,21663,19020,25243,44263,53644,54289,107933
213,10,36,46,58,171,229,361,1481,1842,1801,4656,6457,8029,13198,21227,18264,25326,43590,52830,54665,107495
214,11,46,57,52,193,245,407,1705,2112,1883,4882,6765,8403,13239,21642,18836,25192,44028,53072,54418,107490
215,13,54,67,49,190,239,418,1574,1992,1917,4655,6572,8286,12857,21143,18592,24996,43588,52544,54826,107370
216,4,35,39,52,176,228,379,1623,2002,1943,4861,6804,8123,13091,21214,18419,25448,43867,52869,54398,107267
217,11,47,58,64,164,228,397,1609,2006,1890,4830,6720,8107,13217,21324,18257,25521,43778,51952,54963,106915
218,6,36,42,52,169,221,392,1678,2070,1828,5073,6901,8055,13451,21506,18545,25647,44192,53137,55032,108169
219,12,33,45,52,151,203,397,1579,1976,1954,4849,6803,8249,13360,21609,18786,25758,44544,53133,55115,108248
220,8,28,36,57,148,205,415,1565,1980,1836,4811,6647,8120,13110,21230,17917,25031,42948,52411,54389,106800
221,9,44,53,51,171,222,443,1556,1999,1980,4862,6842,8328,13058,21386,18592,25230,43822,53230,54744,107974
222,6,44,50,44,186,230,392,1592,1984,1826,4804,6630,8081,12778,20859,18236,24995,43231,52157,54243,106400
223,12,38,50,55,179,234,416,1604,2020,1883,4890,6773,8282,13072,21354,18584,25342,43926,52919,55023,107942
224,15,37,52,60,169,229,473,1597,2070,2029,4728,6757,8387,13158,21545,18657,25446,44103,52774,55723,108497
225,9,33,42,52,150,202,455,1562,2017,1935,4674,6609,8168,13001,21169,18462,25497,43959,52423,54325,106748
226,8,32,40,45,145,190,366,1535,1901,1940,4883,6823,8317,13144,21461,18814,25632,44446,53073,55400,108473
227,12,24,36,86,170,256,461,1548,2009,2032,4925,6957,8446,13261,21707,18855,25335,44190,53422,54255,107677
228,9,29,38,51,148,199,422,1560,1982,1864,4793,6657,8319,12927,21246,18401,25362,43763,53047,54490,107537
229,11,39,50,58,189,247,399,1616,2015,1940,4829,6769,8418,12905,21323,18726,25607,44333,53222,54383,107605
230,9,21,30,48,134,182,429,1527,1956,2030,4729,6759,8607,13183,21790,18864,25394,44258,53165,55085,108250
231,7,36,43,58,167,225,446,1547,1993,1972,4903,6875,8102,13092,21194,18326,25220,43546,52486,54990,107476
232,8,35,43,67,162,229,442,1633,2075,1997,4775,6772,8401,13410,21811,18675,25706,44381,52641,54640,107281
233,15,53,68,66,185,251,473,1527,2000,1903,4616,6519,7974,12903,20877,18205,25321,43526,52811,54973,107784
234,8,37,45,58,174,232,432,1610,2042,1990,4843,6833,8424,13139,21563,18772,24893,43665,53359,53853,107212
235,12,38,50,60,171,231,464,1550,2014,2047,4727,6774,8343,13058,21401,18740,25643,44383,52611,54987,107598
236,16,49,65,61,190,251,448,1549,1997,1943,4804,6747,8214,13004,21218,18307,25538,43845,52475,54740,107215
237,9,29,38,60,162,222,414,1542,1956,1951,4749,6700,8599,12891,21490,18881,25087,43968,52693,54730,107423
