permutation,primary,weighted,within_compartment,synapse_positions
531,2.02956e+08,3.18514e+10,1.28009e+08,1.76016e+08
532,2.02741e+08,3.16805e+10,1.28035e+08,1.75934e+08
533,2.02919e+08,3.10509e+10,1.27964e+08,1.75925e+08
534,2.03722e+08,3.23842e+10,1.27786e+08,1.76807e+08
535,2.02676e+08,3.23691e+10,1.28075e+08,1.7568e+08
536,2.02835e+08,3.2708e+10,1.28109e+08,1.75962e+08
537,2.03221e+08,3.24314e+10,1.28295e+08,1.76474e+08
538,2.03435e+08,3.20695e+10,1.27822e+08,1.76397e+08
539,2.02673e+08,3.2414e+10,1.28215e+08,1.75718e+08
540,2.02496e+08,3.16944e+10,1.27665e+08,1.7532e+08
541,2.03125e+08,3.16558e+10,1.27937e+08,1.76237e+08
542,2.03089e+08,3.2372e+10,1.28148e+08,1.75767e+08
543,2.03033e+08,3.23049e+10,1.28131e+08,1.75817e+08
544,2.03418e+08,3.33619e+10,1.28063e+08,1.76642e+08
545,2.02894e+08,3.27941e+10,1.28159e+08,1.75971e+08
546,2.02734e+08,3.27917e+10,1.2797e+08,1.76083e+08
547,2.03397e+08,3.18338e+10,1.27994e+08,1.7626e+08
548,2.02161e+08,3.2265e+10,1.28303e+08,1.75413e+08
549,2.03039e+08,3.1497e+10,1.27881e+08,1.75648e+08
550,2.03367e+08,3.23295e+10,1.28004e+08,1.76033e+08
551,2.03229e+08,3.26603e+10,1.27691e+08,1.76135e+08
552,2.03268e+08,3.19659e+10,1.27471e+08,1.76408e+08
553,2.03068e+08,3.15546e+10,1.2806e+08,1.75992e+08
554,2.02345e+08,3.13775e+10,1.27758e+08,1.75513e+08
555,2.02346e+08,3.27941e+10,1.2757e+08,1.75211e+08
556,2.02489e+08,3.21419e+10,1.28096e+08,1.75568e+08
557,2.02987e+08,3.2527e+10,1.27986e+08,1.75675e+08
558,2.03333e+08,3.23226e+10,1.28334e+08,1.76452e+08
559,2.03059e+08,3.22641e+10,1.2818e+08,1.76265e+08
560,2.02674e+08,3.292e+10,1.28112e+08,1.75678e+08
561,2.03179e+08,3.33426e+10,1.28009e+08,1.76107e+08
562,2.02229e+08,3.25709e+10,1.28004e+08,1.75101e+08
563,2.03211e+08,3.32587e+10,1.27929e+08,1.76258e+08
564,2.03289e+08,3.1968e+10,1.27399e+08,1.76439e+08
565,2.03433e+08,3.24457e+10,1.27899e+08,1.76744e+08
566,2.02878e+08,3.19605e+10,1.28248e+08,1.75732e+08
567,2.02756e+08,3.15431e+10,1.28052e+08,1.75726e+08
568,2.02909e+08,3.15371e+10,1.27977e+08,1.75648e+08
569,2.02584e+08,3.09277e+10,1.27921e+08,1.75504e+08
570,2.02997e+08,3.30162e+10,1.27787e+08,1.75917e+08
571,2.03546e+08,3.2371e+10,1.28081e+08,1.76514e+08
572,2.03261e+08,3.20327e+10,1.28205e+08,1.7602e+08
573,2.02649e+08,3.28657e+10,1.27871e+08,1.7536e+08
574,2.03259e+08,3.20101e+10,1.2804e+08,1.7616e+08
575,2.0238e+08,3.17473e+10,1.28328e+08,1.75392e+08
576,2.0287e+08,3.21497e+10,1.27672e+08,1.76142e+08
577,2.02971e+08,3.28389e+10,1.27812e+08,1.75436e+08
578,2.01837e+08,3.28042e+10,1.27965e+08,1.7517e+08
579,2.03097e+08,3.21359e+10,1.27923e+08,1.76186e+08
580,2.03138e+08,3.10383e+10,1.28109e+08,1.76072e+08
581,2.01947e+08,3.26939e+10,1.27745e+08,1.75128e+08
582,2.0291e+08,3.26973e+10,1.28136e+08,1.76022e+08
583,2.02778e+08,3.31835e+10,1.27759e+08,1.75746e+08
584,2.02548e+08,3.27466e+10,1.28323e+08,1.75129e+08
585,2.02948e+08,3.17917e+10,1.27901e+08,1.76049e+08
586,2.02327e+08,3.13676e+10,1.27602e+08,1.75876e+08
587,2.02541e+08,3.1692e+10,1.28141e+08,1.75312e+08
588,2.03388e+08,3.25847e+10,1.28072e+08,1.76031e+08
589,2.0356e+08,3.1925e+10,1.27346e+08,1.76478e+08
590,2.03169e+08,3.17341e+10,1.27948e+08,1.76165e+08
591,2.03249e+08,3.23235e+10,1.27775e+08,1.76157e+08
592,2.03238e+08,3.26919e+10,1.27954e+08,1.76367e+08
593,2.0301e+08,3.33069e+10,1.28026e+08,1.76369e+08
594,2.02307e+08,3.20176e+10,1.27591e+08,1.75396e+08
595,2.02613e+08,3.28487e+10,1.27927e+08,1.75405e+08
596,2.02495e+08,3.23606e+10,1.27711e+08,1.75468e+08
597,2.03193e+08,3.16243e+10,1.27578e+08,1.76469e+08
598,2.03015e+08,3.21848e+10,1.28e+08,1.75856e+08
599,2.03407e+08,3.2946e+10,1.27774e+08,1.76289e+08
600,2.02802e+08,3.21181e+10,1.28047e+08,1.75973e+08
601,2.02096e+08,3.22831e+10,1.27357e+08,1.75045e+08
602,2.02506e+08,3.14372e+10,1.28249e+08,1.75604e+08
603,2.02814e+08,3.21195e+10,1.27733e+08,1.7577e+08
604,2.03567e+08,3.24704e+10,1.27929e+08,1.76394e+08
605,2.02944e+08,3.22375e+10,1.28008e+08,1.75966e+08
606,2.03363e+08,3.20193e+10,1.27853e+08,1.76275e+08
607,2.02957e+08,3.30092e+10,1.27975e+08,1.75762e+08
608,2.02924e+08,3.23416e+10,1.27778e+08,1.75851e+08
609,2.03166e+08,3.21703e+10,1.27917e+08,1.76046e+08
610,2.02611e+08,3.23346e+10,1.27962e+08,1.75386e+08
611,2.02531e+08,3.26589e+10,1.27504e+08,1.75554e+08
612,2.03388e+08,3.19902e+10,1.27815e+08,1.75949e+08
613,2.03711e+08,3.21974e+10,1.28059e+08,1.76705e+08
614,2.03298e+08,3.26725e+10,1.27606e+08,1.76326e+08
615,2.02675e+08,3.29766e+10,1.27947e+08,1.7567e+08
616,2.02604e+08,3.23049e+10,1.28103e+08,1.75714e+08
617,2.02907e+08,3.20005e+10,1.2803e+08,1.75612e+08
618,2.03328e+08,3.3324e+10,1.27904e+08,1.76136e+08
619,2.03382e+08,3.20841e+10,1.28206e+08,1.75862e+08
620,2.03746e+08,3.26521e+10,1.27886e+08,1.76701e+08
621,2.03607e+08,3.26152e+10,1.27813e+08,1.76538e+08
622,2.03567e+08,3.4062e+10,1.27702e+08,1.76372e+08
623,2.0253e+08,3.21907e+10,1.27567e+08,1.75384e+08
624,2.03343e+08,3.21913e+10,1.27624e+08,1.76451e+08
625,2.02956e+08,3.34906e+10,1.28066e+08,1.76082e+08
626,2.02466e+08,3.23952e+10,1.27788e+08,1.75214e+08
627,2.03453e+08,3.20286e+10,1.27978e+08,1.76402e+08
628,2.03309e+08,3.23901e+10,1.28047e+08,1.76276e+08
629,2.03536e+08,3.31323e+10,1.27943e+08,1.76431e+08
630,2.02604e+08,3.20303e+10,1.27969e+08,1.7586e+08
631,2.02842e+08,3.20738e+10,1.27949e+08,1.7602e+08
632,2.03151e+08,3.24393e+10,1.27874e+08,1.76005e+08
633,2.02795e+08,3.30346e+10,1.2793e+08,1.75771e+08
634,2.02196e+08,3.28547e+10,1.27944e+08,1.75405e+08
635,2.02773e+08,3.16268e+10,1.28141e+08,1.75831e+08
636,2.02448e+08,3.25375e+10,1.27729e+08,1.75832e+08
637,2.02896e+08,3.10907e+10,1.27496e+08,1.75884e+08
638,2.03473e+08,3.21281e+10,1.28125e+08,1.76032e+08
639,2.03693e+08,3.19717e+10,1.27997e+08,1.76521e+08
640,2.0325e+08,3.1718e+10,1.28581e+08,1.75879e+08
641,2.03227e+08,3.29787e+10,1.28295e+08,1.76243e+08
642,2.02676e+08,3.14628e+10,1.27695e+08,1.75698e+08
643,2.027e+08,3.2534e+10,1.28259e+08,1.75824e+08
644,2.02603e+08,3.2587e+10,1.28002e+08,1.75753e+08
645,2.03182e+08,3.28768e+10,1.28149e+08,1.76365e+08
646,2.03035e+08,3.20234e+10,1.27733e+08,1.76081e+08
647,2.03617e+08,3.17329e+10,1.27858e+08,1.75934e+08
648,2.03175e+08,3.18101e+10,1.27833e+08,1.7593e+08
649,2.02934e+08,3.20283e+10,1.27996e+08,1.76299e+08
650,2.02734e+08,3.24564e+10,1.2777e+08,1.75905e+08
651,2.03124e+08,3.12605e+10,1.27874e+08,1.75991e+08
652,2.03728e+08,3.25848e+10,1.27793e+08,1.76792e+08
653,2.03102e+08,3.28327e+10,1.27525e+08,1.75989e+08
654,2.02968e+08,3.18403e+10,1.28013e+08,1.75944e+08
655,2.03135e+08,3.24951e+10,1.28071e+08,1.75841e+08
656,2.03137e+08,3.23516e+10,1.28296e+08,1.76255e+08
657,2.02993e+08,3.21456e+10,1.27638e+08,1.7596e+08
658,2.02231e+08,3.17175e+10,1.27987e+08,1.75138e+08
659,2.02662e+08,3.2881e+10,1.27643e+08,1.75613e+08
660,2.02821e+08,3.28532e+10,1.27994e+08,1.75947e+08
661,2.03347e+08,3.21646e+10,1.27499e+08,1.76262e+08
662,2.0333e+08,3.23088e+10,1.27752e+08,1.76062e+08
663,2.03251e+08,3.17067e+10,1.28073e+08,1.76065e+08
664,2.03066e+08,3.29672e+10,1.27802e+08,1.75877e+08
665,2.02961e+08,3.2154e+10,1.27617e+08,1.76166e+08
666,2.02731e+08,3.17027e+10,1.28088e+08,1.7601e+08
667,2.02678e+08,3.2104e+10,1.27944e+08,1.7604e+08
668,2.03052e+08,3.21991e+10,1.28065e+08,1.76241e+08
669,2.02728e+08,3.17138e+10,1.28267e+08,1.75711e+08
670,2.03617e+08,3.22048e+10,1.2788e+08,1.76721e+08
671,2.02734e+08,3.19148e+10,1.28206e+08,1.75798e+08
672,2.03209e+08,3.23123e+10,1.28051e+08,1.76232e+08
673,2.02656e+08,3.17525e+10,1.28165e+08,1.75901e+08
674,2.02868e+08,3.20669e+10,1.27952e+08,1.758e+08
675,2.02848e+08,3.1799e+10,1.27883e+08,1.75854e+08
676,2.03117e+08,3.32875e+10,1.28072e+08,1.76043e+08
677,2.03386e+08,3.2414e+10,1.27761e+08,1.76382e+08
678,2.02858e+08,3.09328e+10,1.2808e+08,1.75643e+08
679,2.02635e+08,3.26889e+10,1.28045e+08,1.75647e+08
680,2.03295e+08,3.29744e+10,1.27835e+08,1.76048e+08
681,2.02399e+08,3.12871e+10,1.28229e+08,1.75479e+08
682,2.02896e+08,3.19685e+10,1.27897e+08,1.76113e+08
683,2.02901e+08,3.19464e+10,1.2799e+08,1.75843e+08
684,2.03511e+08,3.24667e+10,1.27814e+08,1.76378e+08
685,2.02932e+08,3.20891e+10,1.27984e+08,1.75762e+08
686,2.02388e+08,3.24216e+10,1.28182e+08,1.75269e+08
687,2.02891e+08,3.16403e+10,1.28277e+08,1.75973e+08
688,2.03037e+08,3.30659e+10,1.28511e+08,1.75858e+08
689,2.02186e+08,3.2929e+10,1.27756e+08,1.75469e+08
690,2.02765e+08,3.20103e+10,1.28324e+08,1.75753e+08
691,2.03857e+08,3.27129e+10,1.27871e+08,1.76803e+08
692,2.02896e+08,3.17833e+10,1.28131e+08,1.76057e+08
693,2.02852e+08,3.23502e+10,1.28292e+08,1.75986e+08
694,2.03357e+08,3.21133e+10,1.28246e+08,1.76013e+08
695,2.03024e+08,3.24229e+10,1.28174e+08,1.76238e+08
696,2.0285e+08,3.23661e+10,1.28181e+08,1.75643e+08
697,2.02756e+08,3.32386e+10,1.27892e+08,1.75562e+08
698,2.02864e+08,3.15335e+10,1.28289e+08,1.75547e+08
699,2.03162e+08,3.26072e+10,1.27862e+08,1.76224e+08
700,2.03166e+08,3.25408e+10,1.27853e+08,1.76124e+08
701,2.03097e+08,3.327e+10,1.28391e+08,1.76079e+08
702,2.03372e+08,3.16761e+10,1.28014e+08,1.76517e+08
703,2.03524e+08,3.27041e+10,1.2778e+08,1.7649e+08
704,2.03001e+08,3.20439e+10,1.27873e+08,1.7595e+08
705,2.03078e+08,3.21901e+10,1.27414e+08,1.75983e+08
706,2.0331e+08,3.25697e+10,1.27796e+08,1.75985e+08
707,2.02839e+08,3.18704e+10,1.27925e+08,1.75764e+08
708,2.02807e+08,3.21253e+10,1.27639e+08,1.75701e+08
709,2.02901e+08,3.16414e+10,1.27966e+08,1.76053e+08
710,2.02512e+08,3.16625e+10,1.27781e+08,1.7542e+08
711,2.02864e+08,3.14404e+10,1.27675e+08,1.75753e+08
712,2.0277e+08,3.2455e+10,1.27824e+08,1.76135e+08
713,2.0338e+08,3.32372e+10,1.27975e+08,1.76313e+08
714,2.03019e+08,3.30251e+10,1.28027e+08,1.76478e+08
715,2.02452e+08,3.17862e+10,1.27615e+08,1.75686e+08
716,2.0296e+08,3.23251e+10,1.27952e+08,1.75841e+08
717,2.03383e+08,3.22248e+10,1.27739e+08,1.76139e+08
718,2.03287e+08,3.30244e+10,1.2785e+08,1.76148e+08
